日付,時刻,降水量(mm),気温(℃),露点温度(℃),蒸気圧(hPa),湿度(％),平均風速(m/s),風向,日照時間(h),降雪(cm),積雪(cm)
2024-06-03,11,0,21,///,///,///,1.3,西北西,0.6,///,///
2024-06-03,12,0,21.2,///,///,///,1.8,北西,0.3,///,///
2024-06-03,13,0,22.6,///,///,///,1,南南東,0,///,///
2024-06-03,14,0,22.4,///,///,///,2.5,南東,0.5,///,///
2024-06-03,15,0,23.3,///,///,///,2.5,東南東,0.6,///,///
2024-06-03,16,0,21.9,///,///,///,2.6,南東,0.9,///,///
2024-06-03,17,0,20.6,///,///,///,2,東南東,0.3,///,///
2024-06-03,18,0,19.3,///,///,///,1,南南東,0.3,///,///
2024-06-03,19,0,18.5,///,///,///,4.5,北西,0,///,///
2024-06-03,20,2,15.6,///,///,///,1.7,西,,///,///
2024-06-03,21,1,15.8,///,///,///,1,北北西,,///,///
2024-06-03,22,0,15.2,///,///,///,1.5,西,,///,///
2024-06-03,23,0,15,///,///,///,0.4,西南西,,///,///
2024-06-03,24,0,15.3,///,///,///,0.8,北西,,///,///
2024-06-04,1,0,15,///,///,///,0.7,西北西,,///,///
2024-06-04,2,0,14.7,///,///,///,1,西,,///,///
2024-06-04,3,0,14.3,///,///,///,1.1,西,,///,///
2024-06-04,4,0,13.2,///,///,///,0.4,西南西,,///,///
2024-06-04,5,0,13.1,///,///,///,1,西,0,///,///
2024-06-04,6,0,14.8,///,///,///,1.2,北北西,1,///,///
2024-06-04,7,0,16.7,///,///,///,1.2,北北西,1,///,///
2024-06-04,8,0,17.9,///,///,///,2.2,東南東,1,///,///
2024-06-04,9,0,19.3,///,///,///,1.4,東,1,///,///
2024-06-04,10,0,20.5,///,///,///,1.4,西北西,1,///,///
2024-06-04,11,0,22.4,///,///,///,1.9,南東,1,///,///
2024-06-04,12,0,23.8,///,///,///,1.1,北北西,1,///,///
2024-06-04,13,0,23.8,///,///,///,1.8,北北西,0.9,///,///
2024-06-04,14,0,23.9,///,///,///,1.2,西南西,0.5,///,///
2024-06-04,15,0,24.2,///,///,///,0.7,東,0.4,///,///
2024-06-04,16,0,22.6,///,///,///,2.5,東南東,0.9,///,///
2024-06-04,17,0,18.8,///,///,///,2.6,東南東,0,///,///
2024-06-04,18,0,18.2,///,///,///,1.4,東南東,0,///,///
2024-06-04,19,0,17.9,///,///,///,2.1,東南東,0,///,///
2024-06-04,20,0,16.4,///,///,///,1.9,南南東,,///,///
2024-06-04,21,0,16.7,///,///,///,1.3,北北東,,///,///
2024-06-04,22,0,15.8,///,///,///,0.6,西南西,,///,///
2024-06-04,23,0,15.5,///,///,///,0.6,西南西,,///,///
2024-06-04,24,0,15.2,///,///,///,0.6,南南西,,///,///
2024-06-05,1,0,14.1,///,///,///,0.8,南南東,,///,///
2024-06-05,2,0,13.8,///,///,///,1,南南西,,///,///
2024-06-05,3,0,13.5,///,///,///,0.7,西南西,,///,///
2024-06-05,4,0,12.8,///,///,///,0.4,南南西,,///,///
2024-06-05,5,0,12.6,///,///,///,0.8,西,0,///,///
2024-06-05,6,0,14.2,///,///,///,1.3,北東,0.7,///,///
2024-06-05,7,0,17,///,///,///,2.6,北東,1,///,///
2024-06-05,8,0,18.1,///,///,///,2,東南東,1,///,///
2024-06-05,9,0,19.8,///,///,///,2,東南東,1,///,///
2024-06-05,10,0,21.4,///,///,///,2.3,東南東,1,///,///
2024-06-05,11,0,23,///,///,///,2,東南東,1,///,///
2024-06-05,12,0,24.3,///,///,///,2.4,東南東,1,///,///
2024-06-05,13,0,26.1,///,///,///,1.7,南東,1,///,///
2024-06-05,14,0,26.4,///,///,///,1.4,南西,1,///,///
2024-06-05,15,0,26.9,///,///,///,1.4,南南東,1,///,///
2024-06-05,16,0,26.3,///,///,///,2.6,東南東,1,///,///
2024-06-05,17,0,24.5,///,///,///,2.4,東南東,1,///,///
2024-06-05,18,0,22.2,///,///,///,2.5,東南東,1,///,///
2024-06-05,19,0,21.2,///,///,///,2,東南東,0.1,///,///
2024-06-05,20,0,20.2,///,///,///,0.8,南東,,///,///
2024-06-05,21,0,19.1,///,///,///,2,南東,,///,///
2024-06-05,22,0,19.1,///,///,///,0.6,西,,///,///
2024-06-05,23,0,18.6,///,///,///,0.5,西,,///,///
2024-06-05,24,0,18.8,///,///,///,0.6,東南東,,///,///
2024-06-06,1,0,18.5,///,///,///,0.2,静穏,,///,///
2024-06-06,2,0,18.8,///,///,///,1.3,北西,,///,///
2024-06-06,3,0,17.9,///,///,///,0.2,静穏,,///,///
2024-06-06,4,0,17.6,///,///,///,0.4,西南西,,///,///
2024-06-06,5,0,17.4,///,///,///,1.8,西北西,0,///,///
2024-06-06,6,0,17.9,///,///,///,2.2,北西,0,///,///
2024-06-06,7,0,18.8,///,///,///,1.5,北西,0,///,///
2024-06-06,8,0,19.6,///,///,///,0.4,南,0,///,///
2024-06-06,9,0,20.6,///,///,///,0.8,北,0.2,///,///
2024-06-06,10,0,21.9,///,///,///,1.5,東南東,0.8,///,///
2024-06-06,11,0,23.8,///,///,///,2,東南東,0.7,///,///
2024-06-06,12,0,25.3,///,///,///,1.9,東,1,///,///
2024-06-06,13,0,26.3,///,///,///,1.8,南東,1,///,///
2024-06-06,14,0,26.2,///,///,///,1.1,南南西,0.2,///,///
2024-06-06,15,0,24.4,///,///,///,2.5,東南東,0,///,///
2024-06-06,16,0,23.4,///,///,///,2.6,東南東,0,///,///
2024-06-06,17,0,21.9,///,///,///,2.6,東南東,0,///,///
2024-06-06,18,0,20.8,///,///,///,2.9,南東,0,///,///
2024-06-06,19,0,20,///,///,///,1.9,南東,0,///,///
2024-06-06,20,0,19.4,///,///,///,0.4,南,,///,///
2024-06-06,21,0,19,///,///,///,0.6,西南西,,///,///
2024-06-06,22,0,18.9,///,///,///,0.5,北西,,///,///
2024-06-06,23,0,17.6,///,///,///,0.6,南,,///,///
2024-06-06,24,0,18,///,///,///,0,静穏,,///,///
2024-06-07,1,0,18.4,///,///,///,0.9,北,,///,///
2024-06-07,2,0,17.5,///,///,///,0.1,静穏,,///,///
2024-06-07,3,0,16.9,///,///,///,0.1,静穏,,///,///
2024-06-07,4,0,17.3,///,///,///,0.4,西南西,,///,///
2024-06-07,5,0,16.9,///,///,///,0.3,南西,0,///,///
2024-06-07,6,0,17.6,///,///,///,0.8,北北西,0,///,///
2024-06-07,7,0,18.9,///,///,///,0.6,南東,0.2,///,///
2024-06-07,8,0,20.1,///,///,///,0.3,東南東,0.2,///,///
2024-06-07,9,0,22.3,///,///,///,0.9,東南東,0.8,///,///
2024-06-07,10,0,22.9,///,///,///,1.4,南東,0.6,///,///
2024-06-07,11,0,24.5,///,///,///,1.9,東南東,0.2,///,///
2024-06-07,12,0,26.3,///,///,///,2.5,東南東,1,///,///
2024-06-07,13,0,26.2,///,///,///,2.2,東南東,1,///,///
2024-06-07,14,0,26.2,///,///,///,1.4,南東,0.9,///,///
2024-06-07,15,0,25.5,///,///,///,3.8,南東,1,///,///
2024-06-07,16,0,24.6,///,///,///,2.4,東南東,0.8,///,///
2024-06-07,17,0,23.9,///,///,///,2.3,東南東,0.4,///,///
2024-06-07,18,0,22.7,///,///,///,2,南東,0.3,///,///
2024-06-07,19,0,21.5,///,///,///,1.4,東南東,0.1,///,///
2024-06-07,20,0,20.8,///,///,///,1.2,東,,///,///
2024-06-07,21,0,19.3,///,///,///,0.5,南西,,///,///
2024-06-07,22,0,19.4,///,///,///,1.2,南南東,,///,///
2024-06-07,23,0,18.9,///,///,///,1.5,南東,,///,///
2024-06-07,24,0,17.5,///,///,///,1.1,西,,///,///
2024-06-08,1,0,17,///,///,///,1.2,西北西,,///,///
2024-06-08,2,0,16.5,///,///,///,1.5,西北西,,///,///
2024-06-08,3,0,15.7,///,///,///,0.5,西北西,,///,///
2024-06-08,4,0,15.5,///,///,///,1.1,西,,///,///
2024-06-08,5,0,15.1,///,///,///,0.4,西北西,0,///,///
2024-06-08,6,0,16.3,///,///,///,2.1,北北西,0.6,///,///
2024-06-08,7,0,18,///,///,///,1.6,北北西,1,///,///
2024-06-08,8,0,19.6,///,///,///,1.2,東,1,///,///
2024-06-08,9,0,20.7,///,///,///,1.1,東南東,1,///,///
2024-06-08,10,0,23.5,///,///,///,1.7,南東,1,///,///
2024-06-08,11,0,25.7,///,///,///,2.2,東南東,1,///,///
2024-06-08,12,0,26.8,///,///,///,1.4,南南東,1,///,///
2024-06-08,13,0,27.7,///,///,///,2.5,南東,1,///,///
2024-06-08,14,0,27.6,///,///,///,2.7,南東,1,///,///
2024-06-08,15,0,27.6,///,///,///,2.7,東南東,1,///,///
2024-06-08,16,0,26.1,///,///,///,2.6,東南東,1,///,///
2024-06-08,17,0,24.2,///,///,///,3.1,東南東,0.5,///,///
2024-06-08,18,0,22.6,///,///,///,2.7,東南東,0,///,///
2024-06-08,19,0,21.5,///,///,///,2.2,南東,0,///,///
2024-06-08,20,0,20.8,///,///,///,2.4,南東,,///,///
2024-06-08,21,0,19.9,///,///,///,0.9,南南東,,///,///
2024-06-08,22,0,19,///,///,///,0.8,南南東,,///,///
2024-06-08,23,0,17.8,///,///,///,0.6,南,,///,///
2024-06-08,24,0,18.2,///,///,///,1.2,西北西,,///,///
2024-06-09,1,0,17.7,///,///,///,1.2,西北西,,///,///
2024-06-09,2,0,17.1,///,///,///,0,静穏,,///,///
2024-06-09,3,0,17.2,///,///,///,0.8,北西,,///,///
2024-06-09,4,0,16.9,///,///,///,0.7,西北西,,///,///
2024-06-09,5,0,16.7,///,///,///,0.4,西,0,///,///
2024-06-09,6,0,17,///,///,///,0.6,西,0,///,///
2024-06-09,7,0,17.8,///,///,///,0.2,静穏,0,///,///
2024-06-09,8,0,18.8,///,///,///,0.5,東南東,0,///,///
2024-06-09,9,0,19.7,///,///,///,2,東南東,0,///,///
2024-06-09,10,0,21.2,///,///,///,1.3,南南東,0,///,///
2024-06-09,11,0,23,///,///,///,2.2,南東,0.3,///,///
2024-06-09,12,0,23.5,///,///,///,3.3,東南東,0.2,///,///
2024-06-09,13,0,23.6,///,///,///,3.5,東南東,0.1,///,///
2024-06-09,14,0,22.5,///,///,///,2.6,東南東,0,///,///
2024-06-09,15,0,21.8,///,///,///,2.6,南東,0,///,///
2024-06-09,16,0,21.4,///,///,///,4.2,東南東,0,///,///
2024-06-09,17,0,21,///,///,///,5.3,東南東,0,///,///
2024-06-09,18,0,20.5,///,///,///,5.5,東南東,0,///,///
2024-06-09,19,0,20.2,///,///,///,1.9,東南東,0,///,///
2024-06-09,20,0,18.9,///,///,///,0.2,静穏,,///,///
2024-06-09,21,0,18.7,///,///,///,1.1,西北西,,///,///
2024-06-09,22,0,18.3,///,///,///,1,西,,///,///
2024-06-09,23,0,18.2,///,///,///,1.6,北西,,///,///
2024-06-09,24,0,17.3,///,///,///,0.7,西南西,,///,///
2024-06-10,1,1.5,16.4,///,///,///,0.1,静穏,,///,///
2024-06-10,2,2,16,///,///,///,0.6,南西,,///,///
2024-06-10,3,1,16,///,///,///,0.1,静穏,,///,///
2024-06-10,4,2,16.2,///,///,///,0.5,南,,///,///
2024-06-10,5,1,16,///,///,///,0.7,西北西,0,///,///
2024-06-10,6,0.5,16,///,///,///,0.3,南西,0,///,///
2024-06-10,7,0,17.2,///,///,///,0.8,西北西,0.1,///,///
2024-06-10,8,0,19.1,///,///,///,1,南南西,1,///,///
2024-06-10,9,0,19.4,///,///,///,1.7,東南東,0.9,///,///
2024-06-10,10,0,21.4,///,///,///,2,南東,1,///,///
2024-06-10,11,0,23.4,///,///,///,2.4,東南東,1,///,///
2024-06-10,12,0,25.1,///,///,///,2.5,東南東,1,///,///
2024-06-10,13,0,26.3,///,///,///,3,東南東,1,///,///
2024-06-10,14,0,26.9,///,///,///,2.9,南南東,1,///,///
2024-06-10,15,0,26.5,///,///,///,2.6,東南東,1,///,///
2024-06-10,16,0,24.4,///,///,///,2.2,東南東,0,///,///
2024-06-10,17,0,24.2,///,///,///,2.5,東南東,0,///,///
2024-06-10,18,0,22.6,///,///,///,2,東南東,0,///,///
2024-06-10,19,0,21.9,///,///,///,1.3,東南東,0,///,///
2024-06-10,20,0,21.2,///,///,///,1.5,東南東,,///,///
2024-06-10,21,0,20.9,///,///,///,1.3,東,,///,///
2024-06-10,22,0,20,///,///,///,2.2,東南東,,///,///
2024-06-10,23,0,19.4,///,///,///,0.7,南南西,,///,///
2024-06-10,24,0,20.1,///,///,///,0.4,東,,///,///
2024-06-11,1,0,19.4,///,///,///,0.3,南東,,///,///
2024-06-11,2,0,19,///,///,///,0.1,静穏,,///,///
2024-06-11,3,0,19,///,///,///,0.5,西南西,,///,///
2024-06-11,4,0,19.2,///,///,///,0.2,静穏,,///,///
2024-06-11,5,0,19.3,///,///,///,0.5,北東,0,///,///
2024-06-11,6,0,20.2,///,///,///,1.3,北北西,0,///,///
2024-06-11,7,0,21.3,///,///,///,1.9,南東,1,///,///
2024-06-11,8,0,22.6,///,///,///,1.5,東南東,1,///,///
2024-06-11,9,0,23.7,///,///,///,2.4,東南東,1,///,///
2024-06-11,10,0,25.7,///,///,///,2.3,東南東,1,///,///
2024-06-11,11,0,27.2,///,///,///,2.1,東南東,1,///,///
2024-06-11,12,0,29,///,///,///,2.2,東南東,1,///,///
2024-06-11,13,0,28.4,///,///,///,2.2,南南東,1,///,///
2024-06-11,14,0,29,///,///,///,1.8,東南東,1,///,///
2024-06-11,15,0,28.6,///,///,///,2.7,東南東,1,///,///
2024-06-11,16,0,27.5,///,///,///,2.4,東南東,1,///,///
2024-06-11,17,0,26.6,///,///,///,3.2,東南東,1,///,///
2024-06-11,18,0,25,///,///,///,2.6,東南東,0.7,///,///
2024-06-11,19,0,23.4,///,///,///,2.1,東南東,0,///,///
2024-06-11,20,0,22,///,///,///,1,南南東,,///,///
2024-06-11,21,0,21.1,///,///,///,0.4,西南西,,///,///
2024-06-11,22,0,20.7,///,///,///,0.9,西北西,,///,///
2024-06-11,23,0,19.8,///,///,///,0.2,静穏,,///,///
2024-06-11,24,0,20.5,///,///,///,0.7,西北西,,///,///
2024-06-12,1,0,19.4,///,///,///,0.8,南南東,,///,///
2024-06-12,2,0,19.5,///,///,///,0.4,西南西,,///,///
2024-06-12,3,0,19.9,///,///,///,0.7,西北西,,///,///
2024-06-12,4,0,19.5,///,///,///,0.3,西南西,,///,///
2024-06-12,5,0,19.8,///,///,///,1.7,北西,0,///,///
2024-06-12,6,0,20.3,///,///,///,0.9,北西,0,///,///
2024-06-12,7,0,21.4,///,///,///,1.8,北北西,0.5,///,///
2024-06-12,8,0,22.5,///,///,///,1,北西,1,///,///
2024-06-12,9,0,24.5,///,///,///,1.7,東南東,1,///,///
2024-06-12,10,0,26.1,///,///,///,2,東南東,1,///,///
2024-06-12,11,0,27.9,///,///,///,2.4,東南東,1,///,///
2024-06-12,12,0,28.9,///,///,///,2.9,東南東,1,///,///
2024-06-12,13,0,30.2,///,///,///,2.9,南東,1,///,///
2024-06-12,14,0,30.2,///,///,///,3,東南東,1,///,///
2024-06-12,15,0,29.9,///,///,///,2.2,東南東,0.8,///,///
2024-06-12,16,0,28.6,///,///,///,2.6,東南東,1,///,///
2024-06-12,17,0,26.9,///,///,///,2.9,東南東,0.9,///,///
2024-06-12,18,0,24.9,///,///,///,2.3,東南東,0.5,///,///
2024-06-12,19,0,23.9,///,///,///,1.5,東南東,0,///,///
2024-06-12,20,0,22.9,///,///,///,0.6,南南東,,///,///
2024-06-12,21,0,21.5,///,///,///,0.5,南南西,,///,///
2024-06-12,22,0,21.7,///,///,///,1.3,西北西,,///,///
2024-06-12,23,0,21,///,///,///,1.1,西北西,,///,///
2024-06-12,24,0,19.8,///,///,///,0.3,西南西,,///,///
2024-06-13,1,0,19.7,///,///,///,0.3,西北西,,///,///
2024-06-13,2,0,18.8,///,///,///,0.3,南西,,///,///
2024-06-13,3,0,19.1,///,///,///,1.4,西北西,,///,///
2024-06-13,4,0,18.7,///,///,///,1.5,西北西,,///,///
2024-06-13,5,0,18.8,///,///,///,1.5,北西,0,///,///
2024-06-13,6,0,19.1,///,///,///,0.4,南南東,0,///,///
2024-06-13,7,0,19.6,///,///,///,0.4,南南西,0,///,///
2024-06-13,8,0,20.7,///,///,///,0.6,北西,0,///,///
2024-06-13,9,0,21.1,///,///,///,0.9,東南東,0,///,///
2024-06-13,10,0,22.6,///,///,///,0.9,東南東,0,///,///
2024-06-13,11,0,23.7,///,///,///,0.5,東,0,///,///
2024-06-13,12,0,24.4,///,///,///,0.9,南南東,0.1,///,///
2024-06-13,13,0,26.8,///,///,///,2.3,南東,1,///,///
2024-06-13,14,0,27.2,///,///,///,2.4,南東,0.5,///,///
2024-06-13,15,0,28.5,///,///,///,2.7,東南東,0.5,///,///
2024-06-13,16,0,27.3,///,///,///,2.2,東南東,0.7,///,///
2024-06-13,17,0,25.9,///,///,///,0.5,東南東,0,///,///
2024-06-13,18,0,25.5,///,///,///,1.6,東南東,0,///,///
2024-06-13,19,0,22.3,///,///,///,0.1,静穏,0.1,///,///
2024-06-13,20,0,22.2,///,///,///,0.9,西,,///,///
2024-06-13,21,0,21.2,///,///,///,0.6,西,,///,///
2024-06-13,22,0,20.9,///,///,///,0.6,北北西,,///,///
2024-06-13,23,0,19.9,///,///,///,0.4,西北西,,///,///
2024-06-13,24,0,19.3,///,///,///,0.7,西南西,,///,///
2024-06-14,1,0,18.5,///,///,///,0.4,西南西,,///,///
2024-06-14,2,0,18,///,///,///,0.5,西,,///,///
2024-06-14,3,0,18,///,///,///,1.6,北西,,///,///
2024-06-14,4,0,18,///,///,///,1.7,北西,,///,///
2024-06-14,5,0,17.4,///,///,///,0.7,西,0.1,///,///
2024-06-14,6,0,18.8,///,///,///,2,北西,1,///,///
2024-06-14,7,0,20.9,///,///,///,0.8,北北西,1,///,///
2024-06-14,8,0,22.8,///,///,///,1,南南東,1,///,///
2024-06-14,9,0,24.6,///,///,///,1.6,東,1,///,///
2024-06-14,10,0,26.5,///,///,///,1.2,東南東,1,///,///
2024-06-14,11,0,28.6,///,///,///,1.6,南東,1,///,///
2024-06-14,12,0,30.4,///,///,///,2.2,東南東,1,///,///
2024-06-14,13,0,31.6,///,///,///,2.2,東南東,1,///,///
2024-06-14,14,0,31.9,///,///,///,2.7,南東,1,///,///
2024-06-14,15,0,31,///,///,///,2.9,東南東,1,///,///
2024-06-14,16,0,30,///,///,///,2.1,東南東,1,///,///
2024-06-14,17,0,28.1,///,///,///,2.4,南東,0.8,///,///
2024-06-14,18,0,27.3,///,///,///,2,南東,0,///,///
2024-06-14,19,0,26.2,///,///,///,4.1,東南東,0,///,///
2024-06-14,20,0,23.9,///,///,///,0.6,南東,0,///,///
2024-06-14,21,0,22.6,///,///,///,1,東南東,,///,///
2024-06-14,22,0,21.9,///,///,///,0.7,西南西,,///,///
2024-06-14,23,0,21.5,///,///,///,1.3,西北西,,///,///
2024-06-14,24,0,20.6,///,///,///,0.3,北北西,,///,///
2024-06-15,1,0,20,///,///,///,0.6,西北西,,///,///
2024-06-15,2,0,19.5,///,///,///,0.7,西北西,,///,///
2024-06-15,3,0,18.8,///,///,///,0.7,西北西,,///,///
2024-06-15,4,0,18.7,///,///,///,0.9,北西,,///,///
2024-06-15,5,0,18.7,///,///,///,0.8,西北西,0,///,///
2024-06-15,6,0,19.6,///,///,///,1.7,北北西,0.7,///,///
2024-06-15,7,0,21.4,///,///,///,0.7,東北東,1,///,///
2024-06-15,8,0,22.4,///,///,///,1.1,東,0.8,///,///
2024-06-15,9,0,24.1,///,///,///,1.2,東,1,///,///
2024-06-15,10,0,26.8,///,///,///,2.4,東南東,1,///,///
2024-06-15,11,0,29.4,///,///,///,3,東南東,1,///,///
2024-06-15,12,0,30.5,///,///,///,4.3,東南東,1,///,///
2024-06-15,13,0,30.3,///,///,///,3,東南東,1,///,///
2024-06-15,14,0,29.9,///,///,///,2.9,東南東,0.8,///,///
2024-06-15,15,0,29.2,///,///,///,2.6,東南東,0.1,///,///
2024-06-15,16,0,28.2,///,///,///,2.7,東南東,0.5,///,///
2024-06-15,17,0,26.4,///,///,///,2.5,東南東,0,///,///
2024-06-15,18,0,24.9,///,///,///,1,東,0,///,///
2024-06-15,19,0,23.9,///,///,///,2.4,南東,0,///,///
2024-06-15,20,0,23.4,///,///,///,1,東,0,///,///
2024-06-15,21,0,21.9,///,///,///,0.7,南南西,,///,///
2024-06-15,22,0,22.2,///,///,///,1.2,西北西,,///,///
2024-06-15,23,0,21.6,///,///,///,1.1,西北西,,///,///
2024-06-15,24,0,21.4,///,///,///,0.5,西,,///,///
2024-06-16,1,0,18.5,///,///,///,1.6,西北西,,///,///
2024-06-16,2,0.5,17.7,///,///,///,0.7,西,,///,///
2024-06-16,3,0.5,17.9,///,///,///,1.9,西北西,,///,///
2024-06-16,4,1,17.2,///,///,///,1.1,南,,///,///
2024-06-16,5,2,17,///,///,///,0.4,西南西,0,///,///
2024-06-16,6,2,17.2,///,///,///,0.4,南南西,0,///,///
2024-06-16,7,0,18.1,///,///,///,0.5,東南東,0,///,///
2024-06-16,8,0,18.8,///,///,///,0.8,北西,0,///,///
2024-06-16,9,0,19.9,///,///,///,1,東,0.1,///,///
2024-06-16,10,0,21.7,///,///,///,0.9,東南東,0.9,///,///
2024-06-16,11,0,23.9,///,///,///,1.6,南東,1,///,///
2024-06-16,12,0,25.5,///,///,///,3.1,東南東,1,///,///
2024-06-16,13,0,26.1,///,///,///,2.4,東南東,1,///,///
2024-06-16,14,0,27.6,///,///,///,2.9,東南東,1,///,///
2024-06-16,15,0,27.5,///,///,///,2.6,東南東,1,///,///
2024-06-16,16,0,26.6,///,///,///,1.5,南東,0.3,///,///
2024-06-16,17,0,25.2,///,///,///,0.6,南東,0,///,///
2024-06-16,18,0,24.4,///,///,///,0.9,南西,0,///,///
2024-06-16,19,0,23,///,///,///,0.4,南,0,///,///
2024-06-16,20,0,22.8,///,///,///,0.5,東北東,0,///,///
2024-06-16,21,0,22.2,///,///,///,1,南南西,,///,///
2024-06-16,22,0,22,///,///,///,0.6,南西,,///,///
2024-06-16,23,0,21.9,///,///,///,0.4,南,,///,///
2024-06-16,24,0,21.9,///,///,///,1.3,西北西,,///,///
2024-06-17,1,0,21.8,///,///,///,1.1,西,,///,///
2024-06-17,2,0,20.9,///,///,///,0.7,南南西,,///,///
2024-06-17,3,0,20.4,///,///,///,1,西,,///,///
2024-06-17,4,0,20.1,///,///,///,1.2,西,,///,///
2024-06-17,5,0,20,///,///,///,1.3,西北西,0,///,///
2024-06-17,6,0,20.5,///,///,///,0.8,北北西,0.2,///,///
2024-06-17,7,0,21.8,///,///,///,1.3,北西,0.3,///,///
2024-06-17,8,0,23,///,///,///,1.5,北北西,1,///,///
2024-06-17,9,0,25.7,///,///,///,1,東南東,1,///,///
2024-06-17,10,0,27.6,///,///,///,1.3,東,1,///,///
2024-06-17,11,0,26.9,///,///,///,1.2,南南西,0.1,///,///
2024-06-17,12,0,28.4,///,///,///,0.9,南西,0.8,///,///
2024-06-17,13,0,29.3,///,///,///,1.3,東,0.7,///,///
2024-06-17,14,0,25.8,///,///,///,0.4,南南東,0,///,///
2024-06-17,15,0,25.2,///,///,///,0.4,南南西,0,///,///
2024-06-17,16,0,24.3,///,///,///,1.2,南,0,///,///
2024-06-17,17,0,24.2,///,///,///,1.2,南南西,0,///,///
2024-06-17,18,0,23.4,///,///,///,1,西南西,0,///,///
2024-06-17,19,0,22.7,///,///,///,1.7,北西,0,///,///
2024-06-17,20,0,21.6,///,///,///,1.2,西北西,0,///,///
2024-06-17,21,0,20.7,///,///,///,3.1,西北西,,///,///
