日付,時刻,降水量(mm),気温(℃),露点温度(℃),蒸気圧(hPa),湿度(％),平均風速(m/s),風向,日照時間(h),降雪(cm),積雪(cm)
2024-10-18,21,0,20.1,///,///,///,1.7,南東,,///,///
2024-10-18,22,0,20,///,///,///,1.7,南東,,///,///
2024-10-18,23,0,20.1,///,///,///,1.9,東南東,,///,///
2024-10-18,24,0,20.1,///,///,///,1.5,東南東,,///,///
2024-10-19,1,0,19.7,///,///,///,0.4,南南東,,///,///
2024-10-19,2,0,20,///,///,///,0.8,西北西,,///,///
2024-10-19,3,0,20.1,///,///,///,1.5,西北西,,///,///
2024-10-19,4,0,19.3,///,///,///,1.2,西北西,,///,///
2024-10-19,5,0,18.2,///,///,///,0.8,南西,,///,///
2024-10-19,6,0,18.2,///,///,///,1,西南西,0,///,///
2024-10-19,7,0,19.2,///,///,///,1.9,北西,0,///,///
2024-10-19,8,0,20.5,///,///,///,0.6,南東,0,///,///
2024-10-19,9,0,21.8,///,///,///,2,東南東,0,///,///
2024-10-19,10,0,22,///,///,///,2.5,東南東,0.1,///,///
2024-10-19,11,0,22.6,///,///,///,0.8,南東,0,///,///
2024-10-19,12,0,23,///,///,///,1.1,北北西,0,///,///
2024-10-19,13,0,22.6,///,///,///,0.9,西北西,0,///,///
2024-10-19,14,0,22.7,///,///,///,1.4,北北西,0,///,///
2024-10-19,15,0,22.7,///,///,///,1.5,西北西,0,///,///
2024-10-19,16,0,22.9,///,///,///,0.6,南南西,0,///,///
2024-10-19,17,0,22.1,///,///,///,1.2,西,0,///,///
2024-10-19,18,0,21.9,///,///,///,1.1,西北西,0,///,///
2024-10-19,19,2.5,20.3,///,///,///,0.4,西南西,,///,///
2024-10-19,20,1.5,20.1,///,///,///,0.6,西,,///,///
2024-10-19,21,1,20.4,///,///,///,2.1,北西,,///,///
2024-10-19,22,0,19.8,///,///,///,3.8,北西,,///,///
2024-10-19,23,0,19.3,///,///,///,5.2,北西,,///,///
2024-10-19,24,0,18.8,///,///,///,7.5,北西,,///,///
2024-10-20,1,0,18.3,///,///,///,8.4,北西,,///,///
2024-10-20,2,0,17.9,///,///,///,8.2,北西,,///,///
2024-10-20,3,0,16.7,///,///,///,8,北西,,///,///
2024-10-20,4,0,15.9,///,///,///,8,北西,,///,///
2024-10-20,5,0,15.3,///,///,///,8.3,北西,,///,///
2024-10-20,6,0,14.8,///,///,///,8.6,北西,0,///,///
2024-10-20,7,0,14.5,///,///,///,8.4,北西,0,///,///
2024-10-20,8,0,14.4,///,///,///,9.8,北西,0,///,///
2024-10-20,9,0,15.1,///,///,///,7.5,北西,0,///,///
2024-10-20,10,0,16.6,///,///,///,8.5,北西,1,///,///
2024-10-20,11,0,17.9,///,///,///,7.5,北西,1,///,///
2024-10-20,12,0,18.5,///,///,///,7,北西,1,///,///
2024-10-20,13,0,19.1,///,///,///,5.9,北西,1,///,///
2024-10-20,14,0,19.2,///,///,///,5.7,北西,1,///,///
2024-10-20,15,0,18.2,///,///,///,6,北西,1,///,///
2024-10-20,16,0,16.9,///,///,///,4.7,北北西,0.9,///,///
2024-10-20,17,0,15.1,///,///,///,3.5,北西,0,///,///
2024-10-20,18,0,13.9,///,///,///,3.2,北西,0,///,///
2024-10-20,19,0,13,///,///,///,2.7,北北西,,///,///
2024-10-20,20,0,11.8,///,///,///,2.3,北西,,///,///
2024-10-20,21,0,10.5,///,///,///,2,西北西,,///,///
2024-10-20,22,0,9.9,///,///,///,1.7,西北西,,///,///
2024-10-20,23,0,9.2,///,///,///,2.1,西北西,,///,///
2024-10-20,24,0,9.6,///,///,///,1.7,西北西,,///,///
2024-10-21,1,0,9.7,///,///,///,1.9,北西,,///,///
2024-10-21,2,0,9.8,///,///,///,0.8,西,,///,///
2024-10-21,3,0,9.4,///,///,///,0.5,西,,///,///
2024-10-21,4,0,8.7,///,///,///,0.7,西南西,,///,///
2024-10-21,5,0,7.9,///,///,///,0.4,西,,///,///
2024-10-21,6,0,7.1,///,///,///,0,静穏,0,///,///
2024-10-21,7,0,8.9,///,///,///,1.6,北北西,0.8,///,///
2024-10-21,8,0,11.4,///,///,///,0.5,南,1,///,///
2024-10-21,9,0,12.8,///,///,///,0.7,西北西,1,///,///
2024-10-21,10,0,16.1,///,///,///,1.6,東,1,///,///
2024-10-21,11,0,17.8,///,///,///,2.4,南東,1,///,///
2024-10-21,12,0,19.2,///,///,///,2.2,南東,1,///,///
2024-10-21,13,0,19.5,///,///,///,2.1,南東,1,///,///
2024-10-21,14,0,20.2,///,///,///,1.4,南東,1,///,///
2024-10-21,15,0,17.8,///,///,///,0.9,南西,0.9,///,///
2024-10-21,16,0,16.6,///,///,///,0.8,南南西,1,///,///
2024-10-21,17,0,14.2,///,///,///,1.2,南西,0,///,///
2024-10-21,18,0,13.9,///,///,///,1.2,西北西,0,///,///
2024-10-21,19,0,14.1,///,///,///,1.4,北西,,///,///
2024-10-21,20,0,13,///,///,///,1.6,北西,,///,///
2024-10-21,21,0,12.5,///,///,///,2.6,北西,,///,///
2024-10-21,22,0,11.8,///,///,///,1.5,西北西,,///,///
2024-10-21,23,0,10.9,///,///,///,1.1,西北西,,///,///
2024-10-21,24,0,10.3,///,///,///,1.8,北西,,///,///
2024-10-22,1,0,9.9,///,///,///,1.6,北西,,///,///
2024-10-22,2,0,9.5,///,///,///,1.2,北北西,,///,///
2024-10-22,3,0,9.5,///,///,///,2.2,西北西,,///,///
2024-10-22,4,0,9.1,///,///,///,1.4,北西,,///,///
2024-10-22,5,0,9,///,///,///,1.6,西北西,,///,///
2024-10-22,6,0,8.4,///,///,///,1.5,北西,0,///,///
2024-10-22,7,0,10,///,///,///,1.8,北北西,0.7,///,///
2024-10-22,8,0,11.6,///,///,///,1.2,北,0.3,///,///
2024-10-22,9,0,14.8,///,///,///,0.4,西北西,1,///,///
2024-10-22,10,0,16.6,///,///,///,0.3,南南西,1,///,///
2024-10-22,11,0,18.8,///,///,///,0.7,西,1,///,///
2024-10-22,12,0,21.1,///,///,///,1.3,南南東,1,///,///
2024-10-22,13,0,23.2,///,///,///,1.5,南南東,1,///,///
2024-10-22,14,0,22.6,///,///,///,1.9,南南東,1,///,///
2024-10-22,15,0,20.4,///,///,///,1,南南西,0.2,///,///
2024-10-22,16,0,19.1,///,///,///,1.1,南,0,///,///
2024-10-22,17,0,18.6,///,///,///,0.5,南南西,0,///,///
2024-10-22,18,0,18.2,///,///,///,0.5,西南西,0,///,///
2024-10-22,19,0,18.2,///,///,///,1,西北西,,///,///
2024-10-22,20,0,17.6,///,///,///,0.4,西南西,,///,///
2024-10-22,21,0,17.3,///,///,///,1,西北西,,///,///
2024-10-22,22,0,17.3,///,///,///,0.2,静穏,,///,///
2024-10-22,23,0,16.9,///,///,///,0,静穏,,///,///
2024-10-22,24,0,17,///,///,///,0.7,西,,///,///
2024-10-23,1,0,16.5,///,///,///,1.5,北北西,,///,///
2024-10-23,2,0,16.4,///,///,///,1.4,北西,,///,///
2024-10-23,3,0,16.3,///,///,///,0.3,西南西,,///,///
2024-10-23,4,0,16.4,///,///,///,1.4,南東,,///,///
2024-10-23,5,0,16.4,///,///,///,0.7,南南東,,///,///
2024-10-23,6,0,16.3,///,///,///,1.3,南東,0,///,///
2024-10-23,7,0,16.4,///,///,///,1.4,南東,0,///,///
2024-10-23,8,0.5,16.6,///,///,///,1.2,南東,0,///,///
2024-10-23,9,2,16.9,///,///,///,0.6,北北東,0,///,///
2024-10-23,10,0,17.6,///,///,///,0.4,東北東,0,///,///
2024-10-23,11,0.5,18.1,///,///,///,1.3,東南東,0,///,///
2024-10-23,12,0,18.1,///,///,///,2,北西,0,///,///
2024-10-23,13,0,18.8,///,///,///,1.8,北西,0,///,///
2024-10-23,14,0,19.5,///,///,///,1.5,北西,0,///,///
2024-10-23,15,0,19.8,///,///,///,1.4,西北西,0,///,///
2024-10-23,16,0.5,19.7,///,///,///,1.5,西北西,0,///,///
2024-10-23,17,0,19.2,///,///,///,0.9,西,0,///,///
2024-10-23,18,0,18.8,///,///,///,1.3,南西,,///,///
2024-10-23,19,0,18.9,///,///,///,1.3,西,,///,///
2024-10-23,20,0,18.1,///,///,///,0.3,西南西,,///,///
2024-10-23,21,0,18.2,///,///,///,0.1,静穏,,///,///
2024-10-23,22,0,18.2,///,///,///,0.5,北西,,///,///
2024-10-23,23,0,17.7,///,///,///,0.7,西,,///,///
2024-10-23,24,0,17.6,///,///,///,0.9,南西,,///,///
2024-10-24,1,0,16.6,///,///,///,0.4,北東,,///,///
2024-10-24,2,0,17.1,///,///,///,0.8,西,,///,///
2024-10-24,3,0,17.4,///,///,///,0.8,西,,///,///
2024-10-24,4,0,17.4,///,///,///,0.8,北西,,///,///
2024-10-24,5,0,17.2,///,///,///,0.9,北西,,///,///
2024-10-24,6,0,16.8,///,///,///,1,西,,///,///
2024-10-24,7,0,17,///,///,///,1,西北西,0,///,///
2024-10-24,8,0,18.5,///,///,///,1.7,北西,0.3,///,///
2024-10-24,9,0,21.5,///,///,///,0.7,東,1,///,///
2024-10-24,10,0.5,23.4,///,///,///,0.8,西,0.5,///,///
2024-10-24,11,0,23.6,///,///,///,1.3,北西,0,///,///
2024-10-24,12,0,23.4,///,///,///,0.9,西北西,0,///,///
2024-10-24,13,0,22.9,///,///,///,1.1,西南西,0,///,///
2024-10-24,14,0,23.3,///,///,///,0.7,南西,0,///,///
2024-10-24,15,0,22.8,///,///,///,0.6,南西,0,///,///
2024-10-24,16,0,22.1,///,///,///,0.9,西,0,///,///
2024-10-24,17,0,21.1,///,///,///,1,西南西,0,///,///
2024-10-24,18,0,20.8,///,///,///,0.8,西,,///,///
2024-10-24,19,0,20.7,///,///,///,1.4,西,,///,///
2024-10-24,20,0,20.2,///,///,///,1.4,西北西,,///,///
2024-10-24,21,0,18.9,///,///,///,1.3,西,,///,///
2024-10-24,22,0,19,///,///,///,1.8,西北西,,///,///
2024-10-24,23,0,19,///,///,///,1.9,西北西,,///,///
2024-10-24,24,0,19.1,///,///,///,1.7,西北西,,///,///
2024-10-25,1,0,19.2,///,///,///,0.8,北西,,///,///
2024-10-25,2,0,19.5,///,///,///,2.5,北北西,,///,///
2024-10-25,3,0,18.9,///,///,///,2.7,北北西,,///,///
2024-10-25,4,0,17.8,///,///,///,1.6,北西,,///,///
2024-10-25,5,0,18.3,///,///,///,2.1,北北西,,///,///
2024-10-25,6,0,17.8,///,///,///,1.1,西,,///,///
2024-10-25,7,0,18.4,///,///,///,2.5,北西,0,///,///
2024-10-25,8,0,18.8,///,///,///,2.4,北,0,///,///
2024-10-25,9,0,19,///,///,///,2.2,北北西,0,///,///
2024-10-25,10,0,19.4,///,///,///,1.8,北,0,///,///
2024-10-25,11,0,20.1,///,///,///,2.5,北北西,0,///,///
2024-10-25,12,0,21.9,///,///,///,1.6,北西,0,///,///
2024-10-25,13,0,23,///,///,///,0.7,西,0.5,///,///
2024-10-25,14,0,23.1,///,///,///,0.4,南南東,0,///,///
2024-10-25,15,0,22,///,///,///,0.8,南西,0,///,///
2024-10-25,16,0,21,///,///,///,1,西南西,0,///,///
2024-10-25,17,0,19.7,///,///,///,0.4,西北西,0,///,///
2024-10-25,18,0,19,///,///,///,0.6,西南西,,///,///
2024-10-25,19,0,18.5,///,///,///,0.7,西,,///,///
2024-10-25,20,0,18,///,///,///,0.6,西,,///,///
2024-10-25,21,0,17.8,///,///,///,0.4,西南西,,///,///
2024-10-25,22,0,17.8,///,///,///,0.4,南西,,///,///
2024-10-25,23,0,17.3,///,///,///,0.5,西南西,,///,///
2024-10-25,24,0,17.3,///,///,///,0.8,西北西,,///,///
2024-10-26,1,0,16.5,///,///,///,0.4,西北西,,///,///
2024-10-26,2,0,15.8,///,///,///,0.1,静穏,,///,///
2024-10-26,3,0,15.4,///,///,///,0.2,静穏,,///,///
2024-10-26,4,0,15.1,///,///,///,0.3,西,,///,///
2024-10-26,5,0,14.7,///,///,///,0.5,西,,///,///
2024-10-26,6,0,14.9,///,///,///,1.7,北西,,///,///
2024-10-26,7,0,14.7,///,///,///,0.7,北西,0,///,///
2024-10-26,8,0,15.9,///,///,///,1.5,北西,0,///,///
2024-10-26,9,0,17.3,///,///,///,0.3,西南西,0,///,///
2024-10-26,10,0,17.9,///,///,///,1.1,東,0,///,///
2024-10-26,11,0,19.6,///,///,///,1,南南東,0,///,///
2024-10-26,12,0,19.3,///,///,///,0.7,南南西,0,///,///
2024-10-26,13,0,18.8,///,///,///,0.9,南南西,0,///,///
2024-10-26,14,0,19.1,///,///,///,0.6,南西,0,///,///
2024-10-26,15,0,18.6,///,///,///,0.9,南,0,///,///
2024-10-26,16,0,17.8,///,///,///,0.7,南西,0,///,///
2024-10-26,17,0,17,///,///,///,0.7,南西,0,///,///
2024-10-26,18,0,16.7,///,///,///,0.9,西,,///,///
2024-10-26,19,0,15.7,///,///,///,1,西南西,,///,///
2024-10-26,20,0,15.2,///,///,///,0.6,西南西,,///,///
2024-10-26,21,0,14.9,///,///,///,1.5,北北西,,///,///
2024-10-26,22,0,15.4,///,///,///,2.2,北西,,///,///
2024-10-26,23,0,15.5,///,///,///,1.8,北西,,///,///
2024-10-26,24,0,14.4,///,///,///,0.6,西南西,,///,///
2024-10-27,1,0,14.5,///,///,///,1.4,北西,,///,///
2024-10-27,2,0,14.3,///,///,///,2.5,西北西,,///,///
2024-10-27,3,0,14.3,///,///,///,1.1,西北西,,///,///
2024-10-27,4,0,13.6,///,///,///,2.1,北西,,///,///
2024-10-27,5,0,12.7,///,///,///,1.1,北北西,,///,///
2024-10-27,6,0,12.2,///,///,///,1,西北西,,///,///
2024-10-27,7,0,13.1,///,///,///,2.3,西北西,0.4,///,///
2024-10-27,8,0,15.2,///,///,///,1.3,北北西,0.9,///,///
2024-10-27,9,0,17.5,///,///,///,1.1,東,1,///,///
2024-10-27,10,0,18.4,///,///,///,1.7,北,0.9,///,///
2024-10-27,11,0,20.8,///,///,///,1.2,南東,0.9,///,///
2024-10-27,12,0,21.5,///,///,///,1.5,南南東,0.6,///,///
2024-10-27,13,0,21,///,///,///,0.8,南,0.4,///,///
2024-10-27,14,0,20.8,///,///,///,1.9,南東,0,///,///
2024-10-27,15,0,20.9,///,///,///,0.8,南南東,0,///,///
2024-10-27,16,0,19.2,///,///,///,1.2,南南西,0,///,///
2024-10-27,17,0,19.1,///,///,///,0.8,西南西,0,///,///
2024-10-27,18,0,18.3,///,///,///,0.4,西南西,,///,///
2024-10-27,19,0,18.3,///,///,///,0.3,西,,///,///
2024-10-27,20,0,17.9,///,///,///,0.7,西南西,,///,///
2024-10-27,21,0,18.1,///,///,///,1.3,西北西,,///,///
2024-10-27,22,0,17.6,///,///,///,0.2,静穏,,///,///
2024-10-27,23,0,17.6,///,///,///,0.6,南西,,///,///
2024-10-27,24,0,17.3,///,///,///,0.2,静穏,,///,///
2024-10-28,1,0,17.2,///,///,///,0.8,西,,///,///
2024-10-28,2,0,17.2,///,///,///,1,北西,,///,///
2024-10-28,3,0,17.1,///,///,///,2,西北西,,///,///
2024-10-28,4,1.5,16.9,///,///,///,1,西,,///,///
2024-10-28,5,3.5,16.8,///,///,///,1.4,北西,,///,///
2024-10-28,6,4,16.9,///,///,///,1.7,北西,,///,///
2024-10-28,7,1.5,16.6,///,///,///,0.4,南東,0,///,///
2024-10-28,8,0.5,17.9,///,///,///,1.7,東南東,0,///,///
2024-10-28,9,0,19.1,///,///,///,1.7,南南東,0,///,///
2024-10-28,10,0,18.9,///,///,///,1.3,北西,0,///,///
2024-10-28,11,0,19.3,///,///,///,5.2,北西,0,///,///
2024-10-28,12,0,19.7,///,///,///,5,北西,0,///,///
2024-10-28,13,0,20.1,///,///,///,5.5,北西,0,///,///
2024-10-28,14,0,20,///,///,///,5.3,北西,0,///,///
2024-10-28,15,0,19.7,///,///,///,5.5,北西,0,///,///
2024-10-28,16,0,19.4,///,///,///,4.3,北西,0,///,///
2024-10-28,17,0,18.2,///,///,///,5.3,北西,0,///,///
2024-10-28,18,0,17.9,///,///,///,4.5,北西,,///,///
2024-10-28,19,0,17.8,///,///,///,5.5,北西,,///,///
2024-10-28,20,0,17.5,///,///,///,4.7,北西,,///,///
2024-10-28,21,0,17.6,///,///,///,4.5,北西,,///,///
2024-10-28,22,0,17.2,///,///,///,4,北西,,///,///
2024-10-28,23,0,16.7,///,///,///,2.8,北北西,,///,///
2024-10-28,24,0,16.3,///,///,///,2.3,北北西,,///,///
2024-10-29,1,0,16,///,///,///,1.7,北北東,,///,///
2024-10-29,2,0,15.7,///,///,///,1.9,北北西,,///,///
2024-10-29,3,0,15.6,///,///,///,1.7,北,,///,///
2024-10-29,4,0,15.1,///,///,///,1.7,北北西,,///,///
2024-10-29,5,0,15.2,///,///,///,1.3,北北西,,///,///
2024-10-29,6,0,14.8,///,///,///,1,西,,///,///
2024-10-29,7,0,14.6,///,///,///,0.4,西南西,0,///,///
2024-10-29,8,0,15.7,///,///,///,2.2,北北西,0,///,///
2024-10-29,9,0,16.4,///,///,///,0.5,北北西,0,///,///
2024-10-29,10,0,16.7,///,///,///,0.8,南,0,///,///
2024-10-29,11,0,17.3,///,///,///,1.2,南南東,0,///,///
2024-10-29,12,0,16.9,///,///,///,3.1,東南東,0,///,///
2024-10-29,13,0.5,15,///,///,///,2.1,南南東,0,///,///
2024-10-29,14,0.5,13.9,///,///,///,1.1,南西,0,///,///
2024-10-29,15,1.5,13.6,///,///,///,0.5,西,0,///,///
2024-10-29,16,1.5,13.2,///,///,///,0.7,南東,0,///,///
2024-10-29,17,1.5,12.8,///,///,///,0.9,南南東,0,///,///
2024-10-29,18,1,12.5,///,///,///,1,南東,,///,///
2024-10-29,19,1,12.6,///,///,///,0.5,南南東,,///,///
2024-10-29,20,5,12.2,///,///,///,1.3,東南東,,///,///
2024-10-29,21,1,12.1,///,///,///,1.6,南東,,///,///
2024-10-29,22,1.5,12.1,///,///,///,0.6,東北東,,///,///
2024-10-29,23,2,12.1,///,///,///,0.1,静穏,,///,///
2024-10-29,24,3,12.1,///,///,///,0.1,静穏,,///,///
2024-10-30,1,4.5,12.1,///,///,///,0.4,北北西,,///,///
2024-10-30,2,2,12.1,///,///,///,0.4,西北西,,///,///
2024-10-30,3,1.5,12.2,///,///,///,0.5,北西,,///,///
2024-10-30,4,0,12.5,///,///,///,1.1,西北西,,///,///
2024-10-30,5,0,12.8,///,///,///,1.8,北西,,///,///
2024-10-30,6,1,12.8,///,///,///,1,南東,,///,///
2024-10-30,7,0.5,12.5,///,///,///,1.1,南南東,0,///,///
2024-10-30,8,0,13.3,///,///,///,1.8,北,0,///,///
2024-10-30,9,0,15.2,///,///,///,1.4,北北西,0.4,///,///
2024-10-30,10,0,16.1,///,///,///,2.3,東南東,0.7,///,///
2024-10-30,11,0,18,///,///,///,2.3,東南東,0.8,///,///
2024-10-30,12,0,19.9,///,///,///,1.9,南東,1,///,///
2024-10-30,13,0,21.2,///,///,///,1.4,南東,1,///,///
2024-10-30,14,0,22.6,///,///,///,5.7,北西,1,///,///
2024-10-30,15,0,20.9,///,///,///,6.7,北西,0.8,///,///
2024-10-30,16,0,19.2,///,///,///,7.2,北西,0,///,///
2024-10-30,17,0,18,///,///,///,7.3,北西,0,///,///
2024-10-30,18,0,16.6,///,///,///,8.6,北西,,///,///
2024-10-30,19,0,16.3,///,///,///,8.6,北西,,///,///
2024-10-30,20,0,15.1,///,///,///,5.1,北北西,,///,///
2024-10-30,21,0,13.7,///,///,///,3.1,北西,,///,///
2024-10-30,22,0,13.4,///,///,///,4.1,北西,,///,///
2024-10-30,23,0,13,///,///,///,4.2,北西,,///,///
2024-10-30,24,0,11.9,///,///,///,2,北西,,///,///
2024-10-31,1,0,13.1,///,///,///,3.7,北北西,,///,///
2024-10-31,2,0,12.1,///,///,///,1.9,北,,///,///
2024-10-31,3,0,10.2,///,///,///,1.5,南南東,,///,///
2024-10-31,4,0,9,///,///,///,0.8,西南西,,///,///
2024-10-31,5,0,9,///,///,///,1.1,北西,,///,///
2024-10-31,6,0,8,///,///,///,1,西南西,,///,///
2024-10-31,7,0,8.7,///,///,///,0.8,東南東,0.2,///,///
2024-10-31,8,0,11.3,///,///,///,1.6,北北東,1,///,///
2024-10-31,9,0,13.6,///,///,///,1.7,北東,1,///,///
2024-10-31,10,0,15.5,///,///,///,1.6,南東,1,///,///
2024-10-31,11,0,15.6,///,///,///,0.6,南南西,0.9,///,///
2024-10-31,12,0,16.9,///,///,///,1.5,東,0.5,///,///
2024-10-31,13,0,17,///,///,///,0.8,西,1,///,///
2024-10-31,14,0,17.4,///,///,///,1.3,南南東,1,///,///
2024-10-31,15,0,16.1,///,///,///,0.7,南南西,1,///,///
2024-10-31,16,0,15.6,///,///,///,0.7,南南西,0.3,///,///
2024-10-31,17,0,14.3,///,///,///,0.5,西,0,///,///
2024-10-31,18,0,12.8,///,///,///,1,西,,///,///
2024-10-31,19,0,12,///,///,///,0.8,北西,,///,///
2024-10-31,20,0,11.4,///,///,///,0.3,西,,///,///
2024-10-31,21,0,11.3,///,///,///,0.5,西南西,,///,///
2024-10-31,22,0,10.4,///,///,///,1.4,西北西,,///,///
2024-10-31,23,0,10.8,///,///,///,1.6,北西,,///,///
2024-10-31,24,0,11.1,///,///,///,2.5,北西,,///,///
